,id,strand,symbol.x,chr.x,as_site1,as_site2,as_site3,as_site4,as_pvalue,IncLevel1,IncLevel2,as_type,female,male,..files.brain_mean_female,..files.brain_mean_male,Remark,Organism,Tissue,GEO_accession
504,ENSCAFG00000005399,-,CMTM8,chr23,12410585,12410759,NA,NA,0.000520671,"1.0,1.0,1.0","0.946,0.944,1.0",SE,"12.744303,16.8077314723926,13.9922313803681","15.5913886503067,9.60053074846626,23.5054298834356",14.51475528,16.23244976,NA,dog,brain,GSE125483
505,ENSCAFG00000005405,-,SEC23B,chr24,4696486,4696544,4698411,4698635,0.003566352,"0.183,0.413,0.327","0.064,0.08,0.373",MXE,"14.1496565174988,11.497808764349,12.6714953677088","12.8434264533364,16.0374223737751,15.6330725377975",12.77298688,14.83797379,NA,dog,brain,GSE125483
506,ENSCAFG00000005432,-,CPNE9,chr20,8527214,8527291,NA,NA,2.64874E-05,"1.0,1.0,0.841","0.324,0.49,1.0",SE,"37.439068,51.155243,47.257881","40.953472,26.964138,40.49065",45.284064,36.13608667,NA,dog,brain,GSE125483
507,ENSCAFG00000005445,-,TIMM50,chr1,113752739,113752859,NA,NA,5.56777E-06,"0.947,0.947,0.968","0.826,0.888,0.963",SE,"59.9053011974576,62.9436890618644,48.5659442694915","64.0160263652542,53.8150843262712,48.086094",57.13831151,55.3057349,NA,dog,brain,GSE125483
508,ENSCAFG00000005445,-,TIMM50,chr1,113752950,113753009,NA,NA,0.000591399,"0.923,0.9,0.952","0.786,0.853,0.955",SE,"59.9053011974576,62.9436890618644,48.5659442694915","64.0160263652542,53.8150843262712,48.086094",57.13831151,55.3057349,NA,dog,brain,GSE125483
509,ENSCAFG00000005445,-,TIMM50,chr1,113752739,113752859,NA,NA,0.000311333,"0.989,1.0,0.946","0.946,0.967,1.0",SE,"59.9053011974576,62.9436890618644,48.5659442694915","64.0160263652542,53.8150843262712,48.086094",57.13831151,55.3057349,NA,dog,brain,GSE125483
510,ENSCAFG00000005461,-,NDRG2,chr15,18112730,18112772,NA,NA,4.73348E-06,"0.71,0.71,0.684","0.467,0.621,0.403",SE,"237.245935544643,198.523093488467,279.424127433408","182.818472113839,258.508834949033,135.09274609189",238.3977188,192.1400177,NA,dog,brain,GSE125483
511,ENSCAFG00000005462,+,XRRA1,chr21,23563050,23563166,NA,NA,0.000386281,"1.0,1.0,1.0","1.0,0.734,1.0",SE,"0.776926,0.793938,0.679582","0.579973,0.940145,0.717583",0.750148667,0.745900333,NA,dog,brain,GSE125483
512,ENSCAFG00000005469,-,SUPT5H,chr1,113777673,113777685,NA,NA,0.000741501,"0.0,0.0,0.138","0.017,0.163,0.0",SE,"39.4284917197092,44.3919323077544,37.7723977415186","42.5958025516963,38.4359866736672,24.0937217552504",40.53094059,35.04183699,NA,dog,brain,GSE125483
513,ENSCAFG00000005472,+,SLC20A2,chr16,23235863,23235960,23243475,23243592,0.001907394,"0.0,0.238,0.23","0.006,0.005,0.228",MXE,"15.4607780618851,17.0491802926055,17.9575280917169","13.5277748251349,23.2651233198984,22.3636314754046",16.82249548,19.71884321,NA,dog,brain,GSE125483
514,ENSCAFG00000005483,+,ARHGEF40,chr15,18176452,18176596,NA,NA,0.001322151,"0.524,0.902,1.0","0.425,0.419,0.569",SE,"2.05340754016268,2.85119266268429,2.72044681723437","2.0853029430605,2.89234627402135,0.691846180477885",2.54168234,1.889831799,NA,dog,brain,GSE125483
515,ENSCAFG00000005502,-,VDAC3,chr16,23285498,23285501,NA,NA,4.64372E-08,"0.0,0.0,0.0","0.029,0.125,0.0",SE,"169.472412,158.693253,141.180374","184.303726,164.766602,143.047791",156.4486797,164.039373,NA,dog,brain,GSE125483
516,ENSCAFG00000005526,-,IKBKB,chr16,23381649,23381739,NA,NA,5.93085E-05,"1.0,0.92,1.0","0.889,0.864,1.0",SE,"7.41850191453246,10.6536760884455,10.7016183695652","8.93271189279333,10.9689145071471,11.44034001757",9.591265458,10.44732214,NA,dog,brain,GSE125483
517,ENSCAFG00000005571,-,NDUFAF5,chr24,8857663,8857861,NA,NA,0.000128088,"0.975,1.0,0.974","0.928,0.936,0.954",SE,"17.7123342771996,18.383114,17.7046778675497","22.1189670974456,16.6635781494797,19.7409509593188",17.93337538,19.50783207,NA,dog,brain,GSE125483
518,ENSCAFG00000005585,-,NA,chr21,24405403,24405573,24420530,24420619,5.87604E-07,"0.046,0.075,0.154","0.029,0.017,0.072",MXE,"30.9939073943218,34.7821434616193,34.9875140168244","42.2542670189274,25.1269016361725,40.1953998212408",33.58785496,35.85885616,NA,dog,brain,GSE125483
519,ENSCAFG00000005585,-,NA,chr21,24440413,24440451,NA,NA,0.000910817,"0.887,1.0,0.974","0.984,0.976,1.0",SE,"30.9939073943218,34.7821434616193,34.9875140168244","42.2542670189274,25.1269016361725,40.1953998212408",33.58785496,35.85885616,NA,dog,brain,GSE125483
520,ENSCAFG00000005613,+,SLC4A7,chr23,16736504,16736873,NA,NA,0.000166775,"0.0,0.35,0.103","0.0,0.003,0.065",SE,"3.6984069461892,3.74239391382612,5.11906683109919","2.59022028169284,4.03704896878591,7.686991",4.186622564,4.771420083,NA,dog,brain,GSE125483
521,ENSCAFG00000005613,+,SLC4A7,chr23,16736504,16736894,NA,NA,7.42616E-05,"0.0,0.339,0.117","0.0,0.003,0.062",SE,"3.6984069461892,3.74239391382612,5.11906683109919","2.59022028169284,4.03704896878591,7.686991",4.186622564,4.771420083,NA,dog,brain,GSE125483
522,ENSCAFG00000005626,-,CHD8,chr15,18471504,18470494,NA,NA,0.002872985,"1.0,1.0,1.0","1.0,0.572,1.0",A5SS,"12.9671182254707,12.5910306601567,12.285582612326","11.4668874187814,13.512940546135,13.6770217510233",12.61457717,12.88561657,NA,dog,brain,GSE125483
523,ENSCAFG00000005652,+,HNRNPL,chr1,114274947,114275019,114275130,114275411,0.001251844,"0.83,0.422,0.481","0.807,0.834,0.78",MXE,"92.574249,100.508759,86.350685","94.539047,94.673241,78.929047",93.14456433,89.380445,NA,dog,brain,GSE125483
524,ENSCAFG00000005655,-,ATG16L2,chr21,25406201,25406247,NA,NA,0.000395222,"0.938,1.0,1.0","0.701,1.0,0.708",SE,"3.14452306886114,4.92569741127507,3.91165881498297","3.94006439803254,5.0984150215664,2.6506953605751",3.993959765,3.896391593,NA,dog,brain,GSE125483
525,ENSCAFG00000005659,-,NMI,chr19,52542295,52542414,NA,NA,0.000197548,"0.346,0.489,0.349","0.138,0.288,0.304",SE,"29.580117056933,39.1709019421488,43.4690313269054","27.8622214141414,44.7899382552801,64.4298976446281",37.40668344,45.6940191,NA,dog,brain,GSE125483
526,ENSCAFG00000005661,+,ECH1,chr1,114282693,114282782,NA,NA,0.001162588,"0.986,1.0,0.992","0.974,0.964,1.0",SE,"36.079418,35.079544,35.063866","40.456551,29.977526,27.725466",35.40760933,32.71984767,NA,dog,brain,GSE125483
527,ENSCAFG00000005663,+,STARD10,chr21,25463275,25463379,25465892,25465945,0.000445914,"0.0,0.36,0.193","0.001,0.0,0.275",MXE,"25.6898138407676,37.8364443490664,25.0085874974066","34.7382819839212,22.5794275119295,21.3579254823651",29.51161523,26.22521166,NA,dog,brain,GSE125483
528,ENSCAFG00000005744,+,ZMAT4,chr16,24556452,24556746,NA,NA,6.07786E-05,"1.0,0.467,1.0","1.0,0.0,0.28",A5SS,"0.632764199788584,0.619648014799154,0.679716369978858","0.732331319591261,0.883639035588442,1.33223773678647",0.644042862,0.982736031,NA,dog,brain,GSE125483
529,ENSCAFG00000005744,+,ZMAT4,chr16,24738166,24738323,24765478,24765706,8.99765E-06,"0.107,0.353,0.484","0.0,0.053,0.065",MXE,"0.632764199788584,0.619648014799154,0.679716369978858","0.732331319591261,0.883639035588442,1.33223773678647",0.644042862,0.982736031,NA,dog,brain,GSE125483
530,ENSCAFG00000005746,+,NAV3,chr15,20732458,20732527,NA,NA,8.0709E-05,"1.0,1.0,1.0","0.909,0.896,1.0",SE,"11.3131670079644,8.9009447212473,8.33958738161447","6.97724745113391,11.0902947084233,10.4174654207613",9.517899704,9.495002527,NA,dog,brain,GSE125483
531,ENSCAFG00000005746,+,NAV3,chr15,20848586,20849075,20853619,20853661,4.64119E-05,"0.975,0.88,0.951","0.82,0.743,0.845",MXE,"11.3131670079644,8.9009447212473,8.33958738161447","6.97724745113391,11.0902947084233,10.4174654207613",9.517899704,9.495002527,NA,dog,brain,GSE125483
532,ENSCAFG00000005746,+,NAV3,chr15,20848717,20848861,NA,NA,0.002967717,"0.099,1.0,1.0","0.0,0.0,1.0",RI,"11.3131670079644,8.9009447212473,8.33958738161447","6.97724745113391,11.0902947084233,10.4174654207613",9.517899704,9.495002527,NA,dog,brain,GSE125483
533,ENSCAFG00000005756,+,YIPF4,chr17,25561714,25561868,NA,NA,0.001177885,"1.0,1.0,1.0","0.938,0.97,1.0",SE,"30.547169,30.098564,34.071629","31.138123,34.277237,40.563335",31.572454,35.32623167,NA,dog,brain,GSE125483
534,ENSCAFG00000005758,+,NA,chr16,25478366,25478445,NA,NA,0.000690325,"0.587,1.0,1.0","0.612,0.446,0.0",SE,"0.849838503540519,0.861681583005508,1.02610251927616","1.03713061369001,0.946060870574351,1.33375256412274",0.912540869,1.105648016,NA,dog,brain,GSE125483
535,ENSCAFG00000005766,+,SYT1,chr15,21894449,21894572,21898397,21898565,3.82741E-06,"0.0,0.191,0.168","0.001,0.0,0.178",MXE,"606.92688,513.057861,426.366455","546.079712,578.697693,606.031128",515.4503987,576.9361777,NA,dog,brain,GSE125483
536,ENSCAFG00000005775,+,BIRC6,chr17,25714250,25714277,NA,NA,0.000656446,"0.885,1.0,0.828","1.0,1.0,1.0",A5SS,"10.3022120868784,7.82278323027761,9.2720340012649","7.08141115678051,11.0519625782571,13.972545742627",9.132343106,10.70197316,NA,dog,brain,GSE125483
537,ENSCAFG00000005779,-,PPP1R12A,chr15,22311179,22311356,22311749,22311917,0.001841538,"0.462,0.49,0.42","0.539,0.554,0.565",MXE,"12.5014021696265,9.14825305470504,10.7788039765258","9.06270808532353,13.6061140457236,18.2197951177791",10.8094864,13.62953908,NA,dog,brain,GSE125483
538,ENSCAFG00000005811,+,FMNL2,chr19,53642049,53642096,NA,NA,0.00047329,"0.04,0.043,0.036","0.025,0.015,0.037",SE,"48.1174741322335,29.7628301883249,39.0562961637056","33.5020136733503,76.1817058230965,52.416910148731",38.97886683,54.03354322,NA,dog,brain,GSE125483
539,ENSCAFG00000005811,+,FMNL2,chr19,53562085,53562169,53582302,53582411,0.00318396,"0.0,0.117,0.083","0.0,0.001,0.112",MXE,"48.1174741322335,29.7628301883249,39.0562961637056","33.5020136733503,76.1817058230965,52.416910148731",38.97886683,54.03354322,NA,dog,brain,GSE125483
540,ENSCAFG00000005816,+,TTC27,chr17,25983941,25984169,26003939,26004038,0.003045304,"0.004,0.362,0.458","0.0,0.009,0.426",MXE,"9.245767,7.972306,8.381436","9.75038,10.85184,10.373119",8.533169667,10.325113,NA,dog,brain,GSE125483
541,ENSCAFG00000005818,-,NA,chr16,25956758,25956849,NA,NA,5.44603E-06,"1.0,1.0,1.0","0.834,0.7,1.0",SE,"1.07589575205605,1.49333284343588,1.45372984221748","1.11620808224185,1.2422435568078,1.28835298507463",1.340986146,1.215601541,NA,dog,brain,GSE125483
542,ENSCAFG00000005848,+,NA,chr21,26180601,26180674,NA,NA,1.09137E-05,"0.947,1.0,1.0","0.864,0.747,1.0",SE,"1.10572517153748,1.21936315730623,1.25669729733164","1.05921461321474,1.48187922388818,0.846471142566709",1.193928542,1.129188327,NA,dog,brain,GSE125483
543,ENSCAFG00000005862,-,PLCL2,chr23,25852911,25852987,25879966,25880170,4.31631E-05,"0.982,0.906,0.908","0.996,0.987,0.937",MXE,"14.2426748225621,15.1613297839171,12.6250776729156","17.2318168926163,14.1144492320342,19.521365377405",14.00969409,16.95587717,NA,dog,brain,GSE125483
544,ENSCAFG00000005876,-,TACC1,chr16,26736156,26736343,NA,NA,1.50823E-10,"0.452,1.0,1.0","0.0,0.0,0.623",SE,"9.03183873017752,5.85920597301775,6.8002592295858","4.85442712449704,10.1737079768047,10.8219110137278",7.230434644,8.616682038,NA,dog,brain,GSE125483
545,ENSCAFG00000005876,-,TACC1,chr16,26709706,26710805,NA,NA,3.95067E-07,"0.698,1.0,1.0","0.147,0.17,0.945",SE,"9.03183873017752,5.85920597301775,6.8002592295858","4.85442712449704,10.1737079768047,10.8219110137278",7.230434644,8.616682038,NA,dog,brain,GSE125483
546,ENSCAFG00000005876,-,TACC1,chr16,26735089,26735205,NA,NA,1.5871E-09,"0.432,1.0,1.0","0.0,0.0,0.655",SE,"9.03183873017752,5.85920597301775,6.8002592295858","4.85442712449704,10.1737079768047,10.8219110137278",7.230434644,8.616682038,NA,dog,brain,GSE125483
547,ENSCAFG00000005876,-,TACC1,chr16,26709706,26710805,26735089,26735205,0.001895092,"0.248,0.209,0.174","0.0,0.0,0.099",MXE,"9.03183873017752,5.85920597301775,6.8002592295858","4.85442712449704,10.1737079768047,10.8219110137278",7.230434644,8.616682038,NA,dog,brain,GSE125483
548,ENSCAFG00000005879,-,OXNAD1,chr23,26513658,26513722,NA,NA,8.5865E-06,"0.737,0.927,1.0","1.0,1.0,1.0",SE,"4.90736251433185,5.10926363584982,4.20577037020589","5.22026307589826,4.6429933104562,5.90114969479209",4.74079884,5.254802027,NA,dog,brain,GSE125483
549,ENSCAFG00000005899,-,HARS,chr2,35833581,35833677,35836229,35836349,0.000773136,"0.995,0.722,0.725","0.993,0.996,0.682",MXE,"78.4109640793319,81.29818,65.029015","85.4036480542797,73.8274047181628,79.963768",74.91271969,79.73160692,NA,dog,brain,GSE125483
550,ENSCAFG00000005899,-,HARS,chr2,35832036,35832144,35832822,35832948,5.79544E-05,"1.0,0.726,0.764","0.998,0.997,0.76",MXE,"78.4109640793319,81.29818,65.029015","85.4036480542797,73.8274047181628,79.963768",74.91271969,79.73160692,NA,dog,brain,GSE125483
551,ENSCAFG00000005899,-,HARS,chr2,35833581,35833677,35836229,35836349,0.001027049,"0.998,0.722,0.725","0.996,0.994,0.682",MXE,"78.4109640793319,81.29818,65.029015","85.4036480542797,73.8274047181628,79.963768",74.91271969,79.73160692,NA,dog,brain,GSE125483
552,ENSCAFG00000005899,-,HARS,chr2,35832036,35832144,35833581,35833677,0.000698482,"0.004,0.231,0.177","0.005,0.003,0.296",MXE,"78.4109640793319,81.29818,65.029015","85.4036480542797,73.8274047181628,79.963768",74.91271969,79.73160692,NA,dog,brain,GSE125483
553,ENSCAFG00000005914,+,TMTC2,chr15,24783716,24784287,NA,NA,7.17625E-05,"1.0,1.0,1.0","0.854,0.774,0.512",SE,"4.37757880931661,3.16825747325314,3.92859719785001","2.82547432454569,4.49522716150499,3.93875338981316",3.82481116,3.753151625,NA,dog,brain,GSE125483
554,ENSCAFG00000005919,-,FAM98C,chr1,114601939,114602088,NA,NA,1.90436E-05,"0.974,1.0,1.0","0.865,0.891,1.0",SE,"17.8179553112481,23.0377965993837,15.8493119969183","20.4550554283513,18.7268060061633,8.53276540215717",18.90168797,15.90487561,NA,dog,brain,GSE125483
555,ENSCAFG00000005919,-,FAM98C,chr1,114602203,114601939,NA,NA,1.84569E-05,"0.298,1.0,1.0","0.124,0.142,1.0",A5SS,"17.8179553112481,23.0377965993837,15.8493119969183","20.4550554283513,18.7268060061633,8.53276540215717",18.90168797,15.90487561,NA,dog,brain,GSE125483
556,ENSCAFG00000005949,+,NA,chr23,27086675,27086811,NA,NA,0.000112938,"1.0,1.0,1.0","0.885,0.912,1.0",SE,"4.29430470433975,3.00535102065444,6.63650057925273","5.53003938848921,5.30729967625899,6.48481325527965",4.645385435,5.774050773,NA,dog,brain,GSE125483
557,ENSCAFG00000005949,+,NA,chr23,27099212,27099320,27100999,27101186,0.002149808,"0.871,0.695,0.647","0.958,0.905,0.695",MXE,"4.29430470433975,3.00535102065444,6.63650057925273","5.53003938848921,5.30729967625899,6.48481325527965",4.645385435,5.774050773,NA,dog,brain,GSE125483
558,ENSCAFG00000005951,-,MCM8,chr24,15881975,15882061,NA,NA,0.000931878,"0.963,1.0,1.0","0.886,0.933,0.944",SE,"9.93379567577889,10.2972203354774,10.3574825312563","10.2676970038191,10.5501731682412,13.3009013503518",10.19616618,11.37292384,NA,dog,brain,GSE125483
559,ENSCAFG00000005952,+,DUS1L,chr9,261089,261165,261249,261365,0.000214954,"0.998,0.66,0.631","0.999,0.999,0.664",MXE,"23.3478064487847,26.7643208155382,21.9211253116319","29.5473046154514,22.3157593958333,13.0015604292535",24.01108419,21.62154148,NA,dog,brain,GSE125483
560,ENSCAFG00000005954,+,SUMF1,chr20,13146635,13146750,13152610,13152724,3.05703E-08,"0.987,0.816,0.882","0.997,0.995,0.888",MXE,"9.08173217595308,9.44587734897361,7.4242491026393","8.65465615249267,8.89599019354839,7.23307791202346",8.650619543,8.261241419,NA,dog,brain,GSE125483
561,ENSCAFG00000005954,+,SUMF1,chr20,13152610,13152724,13179914,13179974,1.87919E-06,"0.011,0.294,0.168","0.003,0.004,0.207",MXE,"9.08173217595308,9.44587734897361,7.4242491026393","8.65465615249267,8.89599019354839,7.23307791202346",8.650619543,8.261241419,NA,dog,brain,GSE125483
562,ENSCAFG00000005961,+,MRPS31,chr25,542714,542858,NA,NA,2.93836E-05,"0.951,0.965,0.979","0.906,0.917,0.935",SE,"54.585835,56.188637,57.875183","70.312454,48.979885,80.244011",56.21655167,66.51211667,NA,dog,brain,GSE125483
563,ENSCAFG00000005961,+,MRPS31,chr25,539328,539408,NA,NA,0.000160008,"0.946,0.956,0.972","0.899,0.91,0.926",SE,"54.585835,56.188637,57.875183","70.312454,48.979885,80.244011",56.21655167,66.51211667,NA,dog,brain,GSE125483
564,ENSCAFG00000005961,+,MRPS31,chr25,539328,539408,542714,542858,1.10292E-07,"0.009,0.09,0.103","0.01,0.01,0.091",MXE,"54.585835,56.188637,57.875183","70.312454,48.979885,80.244011",56.21655167,66.51211667,NA,dog,brain,GSE125483
565,ENSCAFG00000005966,-,TEX30,chr22,52261900,52262106,NA,NA,0.000854356,"0.972,1.0,1.0","0.888,0.958,1.0",SE,"6.53434990425532,6.017617,6.653244","7.32926119148936,6.80450095744681,11.397159",6.401736968,8.51030705,NA,dog,brain,GSE125483
566,ENSCAFG00000006024,+,SH3BP5,chr23,27205627,27205759,NA,NA,3.9252E-06,"1.0,0.966,1.0","0.816,0.912,1.0",SE,"20.1888655057257,18.0355593960053,17.8008398354194","19.5640323358189,21.326250513715,21.2709948953395",18.67508825,20.72042591,NA,dog,brain,GSE125483
567,ENSCAFG00000006024,+,SH3BP5,chr23,27209140,27209311,NA,NA,5.90891E-06,"1.0,0.966,1.0","0.859,0.917,1.0",SE,"20.1888655057257,18.0355593960053,17.8008398354194","19.5640323358189,21.326250513715,21.2709948953395",18.67508825,20.72042591,NA,dog,brain,GSE125483
568,ENSCAFG00000006027,-,CEP290,chr15,29209127,29209262,29212587,29213211,0.002338816,"0.017,0.382,0.273","0.015,0.018,0.293",MXE,"4.93164154971765,5.07918868892708,5.54076782911859","5.20071232948687,5.08611168573533,7.94792295764792",5.183866023,6.078248991,NA,dog,brain,GSE125483
569,ENSCAFG00000006042,+,SLC23A2,chr24,16692127,16692275,16693415,16693521,0.000812349,"0.018,0.417,0.415","0.0,0.012,0.322",MXE,"13.8003065344051,4.68785957350482,26.8287303641158","10.4308958856592,14.3407633179421,8.35603424205788",15.10563216,11.04256448,NA,dog,brain,GSE125483
570,ENSCAFG00000006047,-,LETM2,chr16,27091681,27091882,NA,NA,2.53116E-08,"1.0,1.0,1.0","0.0,0.333,1.0",SE,"3.40089059073724,2.75787114650284,3.87141633648393","3.48908260113422,3.71514046597354,4.71050276984877",3.343392691,3.971575279,NA,dog,brain,GSE125483
571,ENSCAFG00000006047,-,LETM2,chr16,27090472,27090592,NA,NA,0.001216371,"1.0,1.0,1.0","1.0,0.58,1.0",SE,"3.40089059073724,2.75787114650284,3.87141633648393","3.48908260113422,3.71514046597354,4.71050276984877",3.343392691,3.971575279,NA,dog,brain,GSE125483
572,ENSCAFG00000006048,+,CCDC57,chr9,175662,175833,180007,180182,0.001136365,"0.945,0.731,0.852","1.0,0.973,0.718",MXE,"1.15777494678587,1.62389370796083,1.10902478246062","1.19360880672627,1.19383473222648,0.899589469987229",1.296897812,1.09567767,NA,dog,brain,GSE125483
573,ENSCAFG00000006055,+,ATP2C1,chr23,28115128,28115252,28139276,28139329,0.001484733,"1.0,0.389,1.0","0.0,0.597,0.56",MXE,"50.1047352422228,30.5356786982186,40.3380750890721","39.8634992002127,57.1644008439245,54.7693896415847",40.32616301,50.59909656,NA,dog,brain,GSE125483
574,ENSCAFG00000006073,+,POSTN,chr25,3202201,3202285,NA,NA,0.00032057,"0.026,0.0,0.092","0.172,0.161,0.0",SE,"0.769282287974684,0.812589907172996,1.40614738396624","0.532864514767933,1.01312944620253,1.07275906329114",0.996006526,0.872917675,NA,dog,brain,GSE125483
575,ENSCAFG00000006099,-,DDHD2,chr16,27243056,27243227,NA,NA,1.56785E-05,"1.0,1.0,1.0","0.569,0.6,1.0",SE,"48.7310168551842,41.0250898834619,40.500940958012","37.212387227078,55.3493562502142,72.9123514378749",43.4190159,55.15803164,NA,dog,brain,GSE125483
576,ENSCAFG00000006099,-,DDHD2,chr16,27243576,27243679,NA,NA,4.31021E-05,"1.0,1.0,1.0","0.923,0.835,1.0",SE,"48.7310168551842,41.0250898834619,40.500940958012","37.212387227078,55.3493562502142,72.9123514378749",43.4190159,55.15803164,NA,dog,brain,GSE125483
577,ENSCAFG00000006124,+,ALG5,chr25,3734027,3734087,NA,NA,0.000343698,"1.0,0.945,0.99","0.94,0.984,0.907",SE,"23.4509813422562,23.0932134952199,25.6603278776291","24.3014783365201,24.8695541835564,31.0428108527725",24.06817424,26.73794779,NA,dog,brain,GSE125483
578,ENSCAFG00000006125,-,MRPL3,chr23,28572374,28572452,28577163,28577272,1.3294E-05,"0.021,0.214,0.199","0.023,0.016,0.17",MXE,"16.4497240456093,17.2816128543227,16.6100208791695","18.0203708464942,16.2259949550715,22.1572326072158",16.78045259,18.80119947,NA,dog,brain,GSE125483
579,ENSCAFG00000006125,-,MRPL3,chr23,28569199,28569242,NA,NA,1.25573E-08,"0.002,0.013,0.015","0.107,0.001,0.0",SE,"16.4497240456093,17.2816128543227,16.6100208791695","18.0203708464942,16.2259949550715,22.1572326072158",16.78045259,18.80119947,NA,dog,brain,GSE125483
580,ENSCAFG00000006142,-,DCN,chr15,31844166,31844260,31849376,31849490,2.05802E-12,"0.036,0.341,0.199","0.0,0.0,0.182",MXE,"2.55711175862069,9.71232171190211,22.1857478275862","5.85980221690768,5.94975186540601,3.19885698053393",11.48506043,5.002803688,NA,dog,brain,GSE125483
581,ENSCAFG00000006150,-,PANK2,chr24,17470631,17470808,NA,NA,0.000128173,"0.821,0.973,1.0","0.741,0.554,1.0",SE,"17.3280242165563,16.3833778112583,16.6532056291391","18.8173953735099,17.7535016536424,19.9710655629139",16.78820255,18.84732086,NA,dog,brain,GSE125483
582,ENSCAFG00000006150,-,PANK2,chr24,17476201,17476554,NA,NA,0.000581299,"0.966,0.986,1.0","0.951,0.909,1.0",SE,"17.3280242165563,16.3833778112583,16.6532056291391","18.8173953735099,17.7535016536424,19.9710655629139",16.78820255,18.84732086,NA,dog,brain,GSE125483
583,ENSCAFG00000006162,+,SMAD9,chr25,3786348,3786435,NA,NA,1.53062E-05,"0.023,0.0,0.04","0.12,0.068,0.059",SE,"9.84239977378641,9.582786,9.51252982718447","8.36315098737864,12.7719119490291,13.2624643728155",9.6459052,11.46584244,NA,dog,brain,GSE125483
